Entry	EC number	Protein families	Enzyme class
Q96SL4	1.11.1.9	Glutathione peroxidase family	Oxidoreductases
Q96SQ9	1.14.14.-; 4.2.1.152; 5.3.99.5	Cytochrome P450 family	Oxidoreductases
Q96SZ5	1.13.11.19		Oxidoreductases
Q99424	1.17.99.3	Acyl-CoA oxidase family	Oxidoreductases
Q99489	1.4.3.1	DAMOX/DASOX family	Oxidoreductases
Q99518	1.14.13.-	FMO family	Oxidoreductases
Q99536	1.-.-.-	Zinc-containing alcohol dehydrogenase family, Quinone oxidoreductase subfamily	Oxidoreductases
Q99714	1.1.1.159; 1.1.1.178; 1.1.1.239; 1.1.1.35; 1.1.1.53; 1.1.1.62	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q99735	1.11.1.-; 2.5.1.18; 4.4.1.20	MAPEG family	Oxidoreductases
Q99807	1.14.99.60	COQ7 family	Oxidoreductases
Q9BPW9	1.1.1.105; 1.1.1.209; 1.1.1.53	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9BPX1	1.1.1.122	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9BQB6	1.17.4.4	VKOR family	Oxidoreductases
Q9BQS7	1.16.3.1	Multicopper oxidase family	Oxidoreductases
Q9BRQ8	1.6.5.-	FAD-dependent oxidoreductase family	Oxidoreductases
Q9BT30	1.14.11.-	AlkB family	Oxidoreductases
Q9BTZ2	1.1.1.184	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9BU89	1.14.99.29	Deoxyhypusine hydroxylase family	Oxidoreductases
Q9BUP3	1.1.1.-		Oxidoreductases
Q9BUT1	1.1.1.-; 1.1.1.104; 1.1.1.30	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9BV57	1.13.11.53; 1.13.11.54	Acireductone dioxygenase (ARD) family	Oxidoreductases
Q9BV79	1.3.1.104	Zinc-containing alcohol dehydrogenase family, Quinone oxidoreductase subfamily	Oxidoreductases
Q9BY49	1.3.1.38	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9BY66	1.14.11.67	JARID1 histone demethylase family	Oxidoreductases
Q9BYN0	1.8.98.2	Sulfiredoxin family	Oxidoreductases
Q9BYV7	1.13.11.-; 1.13.11.71	Carotenoid oxygenase family	Oxidoreductases
Q9BYZ2	1.1.1.27	LDH/MDH superfamily, LDH family	Oxidoreductases
Q9C0B1	1.14.11.-; 1.14.11.53	Fto family	Oxidoreductases
Q9GZT9	1.14.11.29		Oxidoreductases
Q9H2A2	1.2.1.32	Aldehyde dehydrogenase family	Oxidoreductases
Q9H2F3	1.1.1.-; 1.1.1.181	3-beta-HSD family	Oxidoreductases
Q9H3R0	1.14.11.66	JHDM3 histone demethylase family	Oxidoreductases
Q9H4Y5	1.20.4.2; 1.8.5.1; 2.5.1.18	GST superfamily, Omega family	Oxidoreductases
Q9H6W3	1.14.11.27; 1.14.11.79	ROX family, NO66 subfamily	Oxidoreductases
Q9H6Z9	1.14.11.-; 1.14.11.29		Oxidoreductases
Q9H845	1.3.8.-	Acyl-CoA dehydrogenase family	Oxidoreductases
Q9H8P0	1.3.1.22; 1.3.1.94	Steroid 5-alpha reductase family, Polyprenal reductase subfamily	Oxidoreductases
Q9H903	1.5.1.15; 1.5.1.5; 3.5.4.9	Tetrahydrofolate dehydrogenase/cyclohydrolase family	Oxidoreductases
Q9H9P8	1.1.99.2	L2HGDH family	Oxidoreductases
Q9H9V9	1.14.11.-		Oxidoreductases
Q9HAY6	1.13.11.63	Carotenoid oxygenase family	Oxidoreductases
Q9HB55	1.14.14.1	Cytochrome P450 family	Oxidoreductases
Q9HBH5	1.1.1.300	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9HBI6	1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80	Cytochrome P450 family	Oxidoreductases
Q9HBY0	1.6.3.-		Oxidoreductases
Q9HCS2	1.14.14.1	Cytochrome P450 family	Oxidoreductases
Q9NNW7	1.8.1.9	Class-I pyridine nucleotide-disulfide oxidoreductase family	Oxidoreductases
Q9NPG2	1.7.-.-	Globin family	Oxidoreductases
Q9NPH5	1.6.3.1		Oxidoreductases
Q9NR63	1.14.13.-	Cytochrome P450 family	Oxidoreductases
Q9NRD8	1.11.1.-; 1.6.3.1	Peroxidase family	Oxidoreductases
Q9NRD9	1.11.1.-; 1.6.3.1	Peroxidase family	Oxidoreductases
Q9NUI1	1.3.1.124	Short-chain dehydrogenases/reductases (SDR) family, 2,4-dienoyl-CoA reductase subfamily	Oxidoreductases
Q9NVH6	1.14.11.8	Gamma-BBH/TMLD family	Oxidoreductases
Q9NVS9	1.4.3.5	Pyridoxamine 5'-phosphate oxidase family	Oxidoreductases
Q9NWM0	1.5.3.16	Flavin monoamine oxidase family	Oxidoreductases
Q9NWT6	1.14.11.30; 1.14.11.n4		Oxidoreductases
Q9NX74	1.3.1.91	Dus family, Dus2 subfamily	Oxidoreductases
Q9NXC2	1.-.-.-	Gfo/Idh/MocA family	Oxidoreductases
Q9NXG6	1.14.11.29		Oxidoreductases
Q9NXW9	1.14.11.-; 1.14.11.51	AlkB family	Oxidoreductases
Q9NYL5	1.14.14.26	Cytochrome P450 family	Oxidoreductases
Q9NYQ3	1.1.3.15	FMN-dependent alpha-hydroxy acid dehydrogenase family	Oxidoreductases
Q9NZ01	1.3.1.93	Steroid 5-alpha reductase family	Oxidoreductases
Q9NZA1	1.8.-.-	Chloride channel CLIC family	Oxidoreductases
Q9NZC7	1.1.1.-	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9NZV6	1.8.4.12; 1.8.4.14	MsrB Met sulfoxide reductase family	Oxidoreductases
Q9P0Z9	1.5.3.1; 1.5.3.7	MSOX/MTOX family	Oxidoreductases
Q9P2T1	1.7.1.7	IMPDH/GMPR family, GuaC type 1 subfamily	Oxidoreductases
Q9UBK8	1.16.1.8		Oxidoreductases
Q9UBM7	1.3.1.21; 3.3.2.11	ERG4/ERG24 family	Oxidoreductases
Q9UBQ7	1.1.1.79; 1.1.1.81	D-isomer specific 2-hydroxyacid dehydrogenase family	Oxidoreductases
Q9UDR5	1.5.1.8; 1.5.1.9	AlaDH/PNT family; Saccharopine dehydrogenase family	Oxidoreductases
Q9UF12	1.5.5.2; 1.5.5.3	Proline oxidase family	Oxidoreductases
Q9UGB7	1.13.99.1	Myo-inositol oxygenase family	Oxidoreductases
Q9UGL1	1.14.11.67	JARID1 histone demethylase family	Oxidoreductases
Q9UHB4	1.18.1.-	NADPH-dependent diflavin oxidoreductase NDOR1 family; Flavodoxin family; Flavoprotein pyridine nucleotide cytochrome reductase family	Oxidoreductases
Q9UHG3	1.8.3.5	Prenylcysteine oxidase family	Oxidoreductases
Q9UHQ9	1.6.2.2	Flavoprotein pyridine nucleotide cytochrome reductase family	Oxidoreductases
Q9UI17	1.5.8.4	GcvT family	Oxidoreductases
Q9UJ68	1.8.4.11	MsrA Met sulfoxide reductase family	Oxidoreductases
Q9UJM8	1.1.3.15; 1.2.3.5	FMN-dependent alpha-hydroxy acid dehydrogenase family	Oxidoreductases
Q9UKU7	1.3.8.5	Acyl-CoA dehydrogenase family	Oxidoreductases
Q9UL12	1.5.8.3	GcvT family	Oxidoreductases
Q9ULD0	1.2.4.2	Alpha-ketoglutarate dehydrogenase family	Oxidoreductases
Q9UNU6	1.14.14.139	Cytochrome P450 family	Oxidoreductases
Q9UPP1	1.14.11.27; 1.14.11.65	JHDM1 histone demethylase family, JHDM1D subfamily	Oxidoreductases
Q9Y2K7	1.14.11.27	JHDM1 histone demethylase family	Oxidoreductases
Q9Y2S2	1.1.1.45	3-hydroxyacyl-CoA dehydrogenase family	Oxidoreductases
Q9Y2Z9	1.14.13.-	UbiH/COQ6 family	Oxidoreductases
Q9Y394	1.1.1.-	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9Y3D2	1.8.4.12; 1.8.4.14	MsrB Met sulfoxide reductase family	Oxidoreductases
Q9Y4C1	1.14.11.65	JHDM2 histone demethylase family	Oxidoreductases
Q9Y4K0	1.4.3.13	Lysyl oxidase family	Oxidoreductases
Q9Y4U1	1.16.1.6; 2.5.1.151	MMACHC family	Oxidoreductases
Q9Y5Q0	1.14.19.-	Fatty acid desaturase type 1 family	Oxidoreductases
Q9Y5S8	1.6.3.-		Oxidoreductases
Q9Y696	1.8.-.-	Chloride channel CLIC family	Oxidoreductases
Q9Y6A2	1.14.14.25	Cytochrome P450 family	Oxidoreductases
Q9Y6N5	1.8.5.8	SQRD family	Oxidoreductases
Q9Y6P5	1.11.1.-	Sestrin family	Oxidoreductases
A6NNS2	1.1.1.105	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
O60774	1.14.13.8	FMO family	Oxidoreductases
O75715	1.11.1.9	Glutathione peroxidase family	Oxidoreductases
O95620	1.3.1.90	Dus family, Dus4 subfamily	Oxidoreductases
P59796	1.11.1.9	Glutathione peroxidase family	Oxidoreductases
Q02338	1.1.1.30	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q5HYJ1	1.3.1.-	Steroid 5-alpha reductase family	Oxidoreductases
Q6IPT4	1.6.2.2	Flavoprotein pyridine nucleotide cytochrome reductase family	Oxidoreductases
Q6N063	1.14.11.-	OGFOD2 family	Oxidoreductases
Q6NUM9	1.3.99.23	Carotenoid/retinoid oxidoreductase family, CrtISO subfamily	Oxidoreductases
Q6PK18	1.14.11.-	OGFOD3 family	Oxidoreductases
Q6PKH6	1.1.-.-	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q6UX07	1.1.-.-	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q6ZMR3	1.1.1.27	LDH/MDH superfamily, LDH family	Oxidoreductases
Q8N118	1.14.14.-	Cytochrome P450 family	Oxidoreductases
Q8N2H3	1.-.-.-	Carotenoid/retinoid oxidoreductase family	Oxidoreductases
Q8N4Q0	1.3.1.48	Zinc-containing alcohol dehydrogenase family, Quinone oxidoreductase subfamily	Oxidoreductases
Q8NBM8	1.8.3.-	Prenylcysteine oxidase family	Oxidoreductases
Q8NBX0	1.-.-.-	Saccharopine dehydrogenase family	Oxidoreductases
Q8NE62	1.1.99.1	GMC oxidoreductase family	Oxidoreductases
Q8NEX9	1.1.1.-	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q96A73	1.-.-.-	P33MONOX family	Oxidoreductases
Q9NRG7	1.1.1.-	NAD(P)-dependent epimerase/dehydratase family, SDR39U1 subfamily	Oxidoreductases
Q9NYR8	1.1.1.300	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q9UQ10	1.1.1.179; 1.3.1.20	Gfo/Idh/MocA family	Oxidoreductases
A0A1W2PPD8	1.14.11.66	JHDM3 histone demethylase family	Oxidoreductases
A0PJE2	1.1.-.-	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
A6NHM9	1.14.17.-	Copper type II ascorbate-dependent monooxygenase family	Oxidoreductases
P0CG22	1.1.-.-	Short-chain dehydrogenases/reductases (SDR) family	Oxidoreductases
Q3B7J2	1.-.-.-	Gfo/Idh/MocA family	Oxidoreductases
Q5I0G3	1.1.1.-	LDH/MDH superfamily, MDH type 2 family	Oxidoreductases
Q5T2L2	1.1.1.-	Aldo/keto reductase family	Oxidoreductases
Q5VWQ0	1.14.11.-	Round spermatid basic protein 1 family	Oxidoreductases
Q6ICH7	1.14.11.-	Aspartyl/asparaginyl beta-hydroxylase family	Oxidoreductases
Q6PCB5	1.14.11.-	Round spermatid basic protein 1 family	Oxidoreductases
Q6UW02	1.14.-.-	Cytochrome P450 family	Oxidoreductases
Q6ZNA5	1.-.-.-	FRRS1 family	Oxidoreductases
Q8WUS8	1.1.1.-	3-beta-HSD family	Oxidoreductases
Q96HP4	1.-.-.-		Oxidoreductases
Q9HCJ6	1.-.-.-	Zinc-containing alcohol dehydrogenase family, Quinone oxidoreductase subfamily	Oxidoreductases
Q9NUZ1	1.3.3.-	Acyl-CoA oxidase family	Oxidoreductases
A6NKP2	1.1.1.-	3-beta-HSD family	Oxidoreductases
Q5U4P2	1.14.11.-	Aspartyl/asparaginyl beta-hydroxylase family	Oxidoreductases
Q6NXP6	1.-.-.-	Pyrroline-5-carboxylate reductase family	Oxidoreductases
O00217	7.1.1.2	Complex I 23 kDa subunit family	Translocases
O14569	7.2.1.3		Translocases
O14678	7.6.2.8	ABC transporter superfamily, ABCD family, Peroxisomal fatty acyl CoA transporter (TC 3.A.1.203) subfamily	Translocases
O14983	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily	Translocases
O15438	7.6.2.-; 7.6.2.2; 7.6.2.3	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
O15439	7.6.2.-; 7.6.2.2; 7.6.2.3	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
O15440	7.6.2.-; 7.6.2.2	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
O43520	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
O43861	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
O60312	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
O60423	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
O75110	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
O75185	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily	Translocases
O75251	7.1.1.2	Complex I 20 kDa subunit family	Translocases
O75306	7.1.1.2	Complex I 49 kDa subunit family	Translocases
O75489	7.1.1.2	Complex I 30 kDa subunit family	Translocases
O94823	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
O94911	7.6.2.-	ABC transporter superfamily, ABCA family	Translocases
O95255	7.6.2.-; 7.6.2.3	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
O95342	7.6.2.-	ABC transporter superfamily, ABCB family, Multidrug resistance exporter (TC 3.A.1.201) subfamily	Translocases
O95477	7.6.2.1	ABC transporter superfamily, ABCA family	Translocases
P00395	7.1.1.9	Heme-copper respiratory oxidase family	Translocases
P00403	7.1.1.9	Cytochrome c oxidase subunit 2 family	Translocases
P00414	7.1.1.9	Cytochrome c oxidase subunit 3 family	Translocases
P03886	7.1.1.2	Complex I subunit 1 family	Translocases
P03891	7.1.1.2	Complex I subunit 2 family	Translocases
P03897	7.1.1.2	Complex I subunit 3 family	Translocases
P03901	7.1.1.2	Complex I subunit 4L family	Translocases
P03905	7.1.1.2	Complex I subunit 4 family	Translocases
P03915	7.1.1.2	Complex I subunit 5 family	Translocases
P03923	7.1.1.2	Complex I subunit 6 family	Translocases
P05023	7.2.2.13	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	Translocases
P06576	7.1.2.2	ATPase alpha/beta chains family	Translocases
P08183	7.6.2.1; 7.6.2.2	ABC transporter superfamily, ABCB family, Multidrug resistance exporter (TC 3.A.1.201) subfamily	Translocases
P08574	7.1.1.8	Cytochrome c family	Translocases
P13637	7.2.2.13	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	Translocases
P16615	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily	Translocases
P19404	7.1.1.2	Complex I 24 kDa subunit family	Translocases
P20020	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIB subfamily	Translocases
P20648	7.2.2.19	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	Translocases
P21439	7.6.2.1	ABC transporter superfamily, ABCB family, Multidrug resistance exporter (TC 3.A.1.201) subfamily	Translocases
P23634	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIB subfamily	Translocases
P28288	3.1.2.-; 7.6.2.-	ABC transporter superfamily, ABCD family, Peroxisomal fatty acyl CoA transporter (TC 3.A.1.203) subfamily	Translocases
P28331	7.1.1.2	Complex I 75 kDa subunit family	Translocases
P33527	7.6.2.2; 7.6.2.3	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
P33897	3.1.2.-; 7.6.2.-	ABC transporter superfamily, ABCD family, Peroxisomal fatty acyl CoA transporter (TC 3.A.1.203) subfamily	Translocases
P35670	7.2.2.8	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IB subfamily	Translocases
P38606	7.1.2.2	ATPase alpha/beta chains family	Translocases
P45844	7.6.2.-	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily	Translocases
P47985	7.1.1.8	Rieske iron-sulfur protein family	Translocases
P49447	7.2.1.-		Translocases
P49821	7.1.1.2	Complex I 51 kDa subunit family	Translocases
P50993	7.2.2.13	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	Translocases
P54707	7.2.2.13; 7.2.2.19	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	Translocases
P78363	7.6.2.1	ABC transporter superfamily, ABCA family	Translocases
P98194	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily	Translocases
P98196	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
P98198	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
Q01814	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIB subfamily	Translocases
Q03518	7.4.2.14	ABC transporter superfamily, ABCB family, MHC peptide exporter (TC 3.A.1.209) subfamily	Translocases
Q03519	7.4.2.14	ABC transporter superfamily, ABCB family, MHC peptide exporter (TC 3.A.1.209) subfamily	Translocases
Q04656	7.2.2.8	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IB subfamily	Translocases
Q13423	7.1.1.1	AlaDH/PNT family; PNT beta subunit family	Translocases
Q13733	7.2.2.13	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	Translocases
Q15311	7.6.2.2; 7.6.2.3		Translocases
Q16720	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIB subfamily	Translocases
Q2M3G0	7.6.2.2	ABC transporter superfamily, ABCB family, Multidrug resistance exporter (TC 3.A.1.201) subfamily	Translocases
Q4VNC0	7.2.2.-	Cation transport ATPase (P-type) (TC 3.A.3) family, Type V subfamily	Translocases
Q4VNC1	7.2.2.-	Cation transport ATPase (P-type) (TC 3.A.3) family, Type V subfamily	Translocases
Q53TN4	7.2.1.3		Translocases
Q5T3U5	7.6.2.2; 7.6.2.3	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
Q86UK0	7.6.2.1	ABC transporter superfamily, ABCA family	Translocases
Q86UQ4	7.6.2.-	ABC transporter superfamily	Translocases
Q8IUA7	7.6.2.-	ABC transporter superfamily, ABCA family	Translocases
Q8IZY2	7.6.2.1	ABC transporter superfamily, ABCA family	Translocases
Q8N139	7.6.2.-	ABC transporter superfamily, ABCA family	Translocases
Q8N8Q1	7.2.1.3		Translocases
Q8NB49	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
Q8NBI2	7.2.1.3		Translocases
Q8NBU5	7.4.2.-	AAA ATPase family, MSP1 subfamily	Translocases
Q8TF62	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
Q8WWZ4	7.6.2.-	ABC transporter superfamily, ABCA family	Translocases
Q8WWZ7	7.6.2.-	ABC transporter superfamily, ABCA family	Translocases
Q92887	7.6.2.-; 7.6.2.2; 7.6.2.3	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
Q93084	7.2.2.10	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily	Translocases
Q96J66	7.6.2.2; 7.6.2.3	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	Translocases
Q99758	7.6.2.1; 7.6.2.2	ABC transporter superfamily, ABCA family	Translocases
Q9BZC7	7.6.2.-	ABC transporter superfamily, ABCA family	Translocases
Q9H172	7.6.2.-	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily	Translocases
Q9H221	7.6.2.-	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily	Translocases
Q9H222	7.6.2.-	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily	Translocases
Q9H7F0	7.6.2.16	Cation transport ATPase (P-type) (TC 3.A.3) family, Type V subfamily	Translocases
Q9HD20	7.4.2.-	Cation transport ATPase (P-type) (TC 3.A.3) family, Type V subfamily	Translocases
Q9NP58	7.6.2.5	ABC transporter superfamily, ABCB family, Heavy Metal importer (TC 3.A.1.210) subfamily	Translocases
Q9NP78	7.4.2.6	ABC transporter superfamily, ABCB family, MHC peptide exporter (TC 3.A.1.209) subfamily	Translocases
Q9NQ11	7.6.2.-	Cation transport ATPase (P-type) (TC 3.A.3) family, Type V subfamily	Translocases
Q9NRK6	7.6.2.-	ABC transporter superfamily, ABCB family, Mitochondrial peptide exporter (TC 3.A.1.212) subfamily	Translocases
Q9NTI2	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
Q9P241	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
Q9UBJ2	3.1.2.-; 7.6.2.-	ABC transporter superfamily, ABCD family, Peroxisomal fatty acyl CoA transporter (TC 3.A.1.203) subfamily	Translocases
Q9UNQ0	7.6.2.2	ABC transporter superfamily, ABCG family, Eye pigment precursor importer (TC 3.A.1.204) subfamily	Translocases
Q9Y2G3	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
Q9Y2Q0	7.6.2.1	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily	Translocases
O14684	1.11.1.-; 2.5.1.18; 5.3.99.3	MAPEG family	Isomerases
O15121	1.14.19.17; 5.2.1.-	Fatty acid desaturase type 1 family, DEGS subfamily	Isomerases
O15305	5.4.2.8	Eukaryotic PMM family	Isomerases
O43447	5.2.1.8	Cyclophilin-type PPIase family, PPIase H subfamily	Isomerases
O43708	2.5.1.18; 5.2.1.2	GST superfamily, Zeta family	Isomerases
O60333	5.6.1.3	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, Unc-104 subfamily	Isomerases
O60760	2.5.1.18; 5.3.99.2	GST superfamily, Sigma family	Isomerases
O60832	5.4.99.-	Pseudouridine synthase TruB family	Isomerases
O75449	5.6.1.1	AAA ATPase family, Katanin p60 subunit A1 subfamily	Isomerases
O75521	5.3.3.8	Enoyl-CoA hydratase/isomerase family	Isomerases
O94761	5.6.2.4	Helicase family, RecQ subfamily	Isomerases
O94762	5.6.2.4	Helicase family, RecQ subfamily	Isomerases
O94923	5.1.3.17	D-glucuronyl C5-epimerase family	Isomerases
O95302	5.2.1.8		Isomerases
O95394	5.4.2.3	Phosphohexose mutase family	Isomerases
O95900	5.4.99.-; 5.4.99.25	Pseudouridine synthase TruB family	Isomerases
O95985	5.6.2.1	Type IA topoisomerase family	Isomerases
P06744	5.3.1.9	GPI family	Isomerases
P07237	5.3.4.1	Protein disulfide isomerase family	Isomerases
P07738	5.4.2.11; 5.4.2.4	Phosphoglycerate mutase family, BPG-dependent PGAM subfamily	Isomerases
P08263	1.11.1.-; 2.5.1.18; 5.3.3.-	GST superfamily, Alpha family	Isomerases
P10809	5.6.1.7	Chaperonin (HSP60) family	Isomerases
P11387	5.6.2.1	Type IB topoisomerase family	Isomerases
P11388	5.6.2.2	Type II topoisomerase family	Isomerases
P13569	5.6.1.6	ABC transporter superfamily, ABCC family, CFTR transporter (TC 3.A.1.202) subfamily	Isomerases
P13667	5.3.4.1	Protein disulfide isomerase family	Isomerases
P14060	1.1.1.145; 1.1.1.210; 1.1.1.270; 5.3.3.1	3-beta-HSD family	Isomerases
P14174	5.3.2.1; 5.3.3.12	MIF family	Isomerases
P15259	5.4.2.11; 5.4.2.4	Phosphoglycerate mutase family, BPG-dependent PGAM subfamily	Isomerases
P18074	5.6.2.3	Helicase family, RAD3/XPD subfamily	Isomerases
P18669	5.4.2.11; 5.4.2.4	Phosphoglycerate mutase family, BPG-dependent PGAM subfamily	Isomerases
P19447	5.6.2.4	Helicase family, RAD25/XPB subfamily	Isomerases
P22033	5.4.99.2	Methylmalonyl-CoA mutase family	Isomerases
P23284	5.2.1.8	Cyclophilin-type PPIase family, PPIase B subfamily	Isomerases
P24557	4.2.1.152; 5.3.99.5	Cytochrome P450 family	Isomerases
P26439	1.1.1.145; 5.3.3.1	3-beta-HSD family	Isomerases
P26885	5.2.1.8	FKBP-type PPIase family, FKBP2 subfamily	Isomerases
P30039	5.1.-.-	PhzF family	Isomerases
P30084	4.2.1.17; 5.3.3.8	Enoyl-CoA hydratase/isomerase family	Isomerases
P30101	5.3.4.1	Protein disulfide isomerase family	Isomerases
P30405	5.2.1.8	Cyclophilin-type PPIase family	Isomerases
P30414	5.2.1.8		Isomerases
P34949	5.3.1.8	Mannose-6-phosphate isomerase type 1 family	Isomerases
P36871	5.4.2.2	Phosphohexose mutase family	Isomerases
